Rk,Player,Debut,Age,Yrs,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,ID,Height,Weight,Wingspan,Standing Reach,Hand Length,Hand Width,Standing Vertical,Vertical Leap,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT
25,Adam Flagler,Feb 23 '24 OKC vs. WAS,24,1,7.0,0.50,3.50,0.50,3.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.50,flaglad01,73,191.8,76.5,97,8,9.3,31,36,10.96,NA,3,NA,104.80%,74,128,133
76,Adama Sanogo,Dec 28 '23 CHI vs. IND,21,1,7.3,1.56,3.00,0.00,0.00,0.89,1.33,2.11,4.00,0.00,0.11,0.00,0.56,0.56,4.00,sanogad01,79.3,257.8,86.8,108.5,9.75,10,28.5,31,11.5,NA,3.31,NA,109.50%,97.5,137,139.5
3,Amari Bailey,Nov 12 '23 CHO @ NYK,19,1,6.5,0.80,2.40,0.10,0.80,0.60,0.70,0.60,0.90,0.70,0.30,0.00,0.40,0.20,2.30,baileam01,75.3,190.8,79,103.5,8,9.3,28.5,35,11,NA,3.19,NA,105.00%,74,132,138.5
43,Andre Jackson Jr.,Oct 29 '23 MIL vs. ATL,22,1,10.0,0.88,1.75,0.30,0.81,0.14,0.19,0.75,1.98,0.88,0.28,0.11,0.49,1.61,2.19,jacksan01,77.5,198.4,81.8,103,8.25,9.5,31,40,10.83,NA,3,NA,105.50%,78.4,134,143
7,Anthony Black,Oct 25 '23 ORL vs. HOU,20,1,16.9,1.67,3.58,0.54,1.36,0.71,1.16,0.48,2.01,1.32,0.51,0.30,0.81,1.59,4.58,blackan01,77.8,210,79.5,102.5,8.25,9.5,32,39,11,NA,3,NA,102.30%,78.4,134.5,141.5
80,Ben Sheppard,Oct 25 '23 IND vs. WAS,22,1,14.3,1.58,4.02,0.86,2.74,0.40,0.46,0.26,1.56,0.93,0.58,0.04,0.26,1.54,4.42,sheppbe01,77.3,194.6,79.8,100,8.5,9.5,29.5,35.5,10.88,2.98,3.17,NA,103.20%,80.8,129.5,135.5
70,Brandin Podziemski,Oct 30 '23 GSW @ NOP,20,1,26.6,3.66,8.07,1.22,3.16,0.68,1.07,1.59,5.77,3.69,0.82,0.19,1.19,1.65,9.22,podzibr01,75.8,203.8,77.5,96.5,8.25,10,31.5,39,11.16,3.2,3.21,NA,102.30%,82.5,128,135.5
98,Cam Whitmore,Oct 25 '23 HOU @ ORL,19,1,18.7,4.51,9.94,1.68,4.68,1.62,2.38,0.94,3.83,0.70,0.64,0.36,0.98,1.36,12.32,whitmca01,77.8,235,80.5,103.5,8,8.3,31.5,40.5,10.82,3.33,3.2,NA,103.50%,66,135,144
95,Cason Wallace,Oct 25 '23 OKC @ CHI,20,1,20.6,2.65,5.39,1.20,2.85,0.35,0.45,0.63,2.28,1.46,0.93,0.45,0.55,1.57,6.84,wallaca01,74.5,195.2,80.5,101,8.5,9.3,28,36,10.82,NA,3.34,NA,108.10%,78.6,129,137
53,Chris Livingston,Nov 1 '23 MIL @ TOR,20,1,4.3,0.52,1.05,0.05,0.24,0.14,0.19,0.14,1.00,0.24,0.10,0.00,0.24,0.71,1.24,livinch01,78,219.2,83.3,104.5,8.5,9,30.5,37,11.65,NA,3.27,NA,106.70%,76.5,135,141.5
49,Colby Jones,Oct 25 '23 SAC @ UTA,21,1,6.4,0.93,2.37,0.07,0.73,0.20,0.37,0.57,1.33,0.67,0.23,0.17,0.33,0.97,2.13,jonesco02,76.5,199.2,80,103,8.25,8.5,30.5,35,11.14,3.13,3.33,NA,104.60%,70.1,133.5,138
4,Emoni Bates,Oct 28 '23 CLE vs. IND,20,1,8.9,1.00,3.27,0.67,2.20,0.07,0.27,0.07,0.93,0.67,0.07,0.13,0.53,0.33,2.73,batesem01,80.3,179.2,81,105,8,8.3,27,33,12,NA,3,NA,100.90%,66,132,138
44,GG Jackson II,Oct 30 '23 MEM vs. DAL,19,1,25.7,5.02,11.73,2.13,5.96,2.40,3.19,1.10,4.08,1.23,0.58,0.50,1.35,1.33,14.56,jacksgg01,80.3,214.4,83.5,106,8.5,10,31,37,11.39,NA,3,NA,104.00%,85,137,143
22,Gradey Dick,Oct 25 '23 TOR vs. MIN,20,1,21.1,3.15,7.42,1.47,4.02,0.73,0.85,0.45,2.20,1.13,0.57,0.03,0.83,1.45,8.50,dickgr01,78.3,204,80.8,101,8.25,9,29,34,11.13,3,4,NA,103.20%,74.3,130,135
101,Isaiah Wong,Dec 9 '23 IND @ LAL,23,1,4.0,1.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,wongis01,74.5,178.4,78.8,97.5,8.25,9.5,32.5,37,10.93,NA,3.22,NA,105.70%,78.4,130,134.5
46,Jaime Jaquez Jr.,Oct 25 '23 MIA vs. DET,22,1,28.2,4.55,9.29,0.87,2.69,1.89,2.33,1.09,3.80,2.60,1.03,0.27,1.47,2.23,11.85,jaqueja01,78,226.4,81.5,99.5,8.5,9.5,35,39,11.21,NA,3,NA,104.50%,80.8,134.5,138.5
69,Jalen Pickett,Oct 24 '23 DEN vs. LAL,24,1,4.5,0.56,1.30,0.33,0.93,0.11,0.15,0.04,0.52,0.78,0.15,0.00,0.33,0.48,1.56,pickeja02,74,197.8,79.3,98.5,8.5,7.5,28.5,33,11.91,3.41,3.35,NA,107.10%,63.8,127,131.5
82,Jalen Slawson,Nov 15 '23 SAC @ LAL,24,1,3.1,0.33,0.50,0.00,0.17,0.00,0.00,0.08,0.58,0.17,0.08,0.08,0.17,0.67,0.67,slawsja01,78.5,221.6,83.8,106,9,9,29,33,11.26,NA,3.29,NA,106.70%,81,135,139
100,Jalen Wilson,Nov 1 '23 BRK @ MIA,23,1,15.4,1.77,4.16,0.56,1.72,0.88,1.07,1.09,3.05,1.05,0.26,0.09,0.44,1.12,4.98,wilsoja03,77.5,230.2,80,99.5,8.25,9,31.5,35,11.26,3.15,3.2,NA,103.20%,74.3,131,134.5
94,Jarace Walker,Oct 25 '23 IND vs. WAS,20,1,10.3,1.36,3.33,0.67,1.67,0.24,0.27,0.36,1.91,1.21,0.45,0.33,0.52,0.88,3.64,walkeja02,78.5,248.6,86.5,104.5,9,10,34.5,38,10.89,NA,3.2,NA,110.20%,90,139,142.5
58,Jordan Miller,Oct 25 '23 LAC vs. POR,24,1,3.5,0.63,1.13,0.13,0.25,0.25,0.25,0.38,0.63,0.00,0.00,0.00,0.13,0.25,1.63,millejo02,76.5,191.6,83.8,103.5,8.5,9.3,32,36.5,11.43,3.21,3.17,NA,109.50%,78.6,135.5,140
96,Jordan Walsh,Jan 17 '24 BOS vs. SAS,19,1,9.2,0.67,1.67,0.22,1.00,0.11,0.22,0.56,2.22,0.56,0.56,0.11,0.33,1.22,1.67,walshjo01,77.8,204,85.8,107,8.75,8.5,33,36,10.83,NA,3.3,NA,110.30%,74.4,140,143
68,Julian Phillips,Oct 25 '23 CHI vs. OKC,20,1,8.1,0.80,1.93,0.30,0.95,0.33,0.48,0.30,0.90,0.33,0.18,0.18,0.25,1.00,2.23,phillju01,78.8,196.6,83.5,102,8.5,9,36,43,11.09,NA,3.32,NA,106.00%,76.5,138,145
86,Julian Strawther,Oct 27 '23 DEN @ MEM,21,1,10.9,1.64,4.44,0.82,2.76,0.44,0.62,0.10,1.22,0.94,0.34,0.14,0.46,1.08,4.54,strawju01,78,208.8,81.3,105,8.25,8.3,27.5,34.5,10.94,3.46,3.31,NA,104.20%,68.1,132.5,139.5
10,Kobe Brown,Oct 25 '23 LAC vs. POR,24,1,9.0,0.84,2.05,0.32,1.09,0.02,0.05,0.45,1.41,0.57,0.27,0.14,0.20,1.11,2.02,brownko01,78.5,252.2,84.8,106.5,8.75,9.8,29,32,11,3,3,NA,108.00%,85.3,135.5,138.5
11,Kobe Bufkin,Oct 29 '23 ATL @ MIL,20,1,11.5,2.00,5.41,0.53,2.35,0.24,0.47,0.35,1.94,1.59,0.41,0.29,0.59,1.18,4.76,bufkiko01,76.3,186.8,79.8,102.5,8,9.3,29,36,12,NA,3,NA,104.60%,74,131.5,138.5
62,Kris Murray,Oct 25 '23 POR @ LAC,23,1,21.7,2.34,5.90,0.79,2.95,0.60,0.90,1.37,3.61,1.29,0.85,0.34,0.89,1.48,6.06,murrakr01,79.8,212.8,83.8,106,8.5,9,29.5,35,11.11,NA,3.3,NA,105.00%,76.5,135.5,141
59,Leonard Miller,Oct 28 '23 MIN vs. MIA,20,1,3.1,0.76,1.18,0.12,0.29,0.06,0.12,0.29,1.18,0.47,0.12,0.06,0.06,0.29,1.71,millele01,81.3,212.8,86,106.5,9.5,10.5,32,37.5,11,NA,3.33,NA,105.80%,99.8,138.5,144
78,Marcus Sasser,Oct 25 '23 DET @ MIA,23,1,19.0,3.08,7.21,1.27,3.38,0.82,0.93,0.15,1.76,3.32,0.62,0.17,1.27,1.45,8.25,sassema01,73.3,195.6,79,99.5,8.75,9.5,27,35,10.68,NA,3.43,NA,107.80%,83.1,126.5,134.5
50,Maxwell Lewis,Oct 24 '23 LAL @ DEN,21,1,3.0,0.12,0.62,0.03,0.26,0.06,0.09,0.06,0.12,0.18,0.06,0.03,0.29,0.15,0.32,lewisma05,78.3,207.2,84,104.5,8.75,9.5,32.5,36.5,11.4,NA,3.43,NA,107.30%,83.1,137,141
72,Olivier-Maxence Prosper,Nov 3 '23 DAL @ DEN,21,1,8.4,1.00,2.60,0.33,1.13,0.70,1.03,0.63,1.98,0.55,0.18,0.10,0.20,0.50,3.03,prospol01,78.8,212.4,85,104,8.25,10,35,40.5,10.59,3,3.21,NA,107.90%,82.5,139,144.5
6,Onuralp Bitim,Nov 4 '23 CHI @ DEN,24,1,11.7,1.39,3.65,0.52,1.91,0.17,0.22,0.26,1.39,0.57,0.13,0.09,0.43,1.04,3.48,bitimon01,79.3,253.6,87.5,108,9.75,10.3,29.5,32.5,12.26,NA,3.32,NA,110.40%,99.9,137.5,140.5
74,Rayan Rupert,Oct 25 '23 POR @ LAC,19,1,16.2,1.38,4.13,0.72,2.00,0.49,0.64,0.62,2.36,1.59,0.31,0.08,0.79,1.44,3.97,ruperra01,78,193.2,86,106,8.5,9.5,27.5,32.5,11.18,NA,3.43,NA,110.30%,80.8,133.5,138.5
19,Ricky Council IV,Jan 2 '24 PHI vs. CHI,22,1,9.0,1.69,3.50,0.38,1.00,1.66,2.22,0.44,1.44,0.50,0.25,0.03,0.16,0.53,5.41,councri01,77,208,81,103,7.75,8.5,31,37,11.2,3,3,NA,105.20%,65.9,134,140
54,Seth Lundy,Dec 15 '23 ATL @ TOR,23,1,5.8,0.44,1.89,0.33,1.44,0.33,0.44,0.11,0.78,0.00,0.00,0.00,0.11,0.67,1.56,lundyse01,76,214.4,82.3,104,8.5,9,31.5,35.5,11.02,NA,3.15,NA,108.20%,76.5,135.5,139.5
16,Sidy Cissoko,Nov 20 '23 SAS vs. LAC,19,1,11.8,1.33,2.75,0.08,1.00,1.00,1.25,0.67,1.83,0.83,0.58,0.25,0.25,1.50,3.75,cissosi01,77.5,223.8,81.8,104,9.25,10,31,36,11.24,NA,3,NA,105.50%,92.5,135,140
37,Taylor Hendricks,Oct 25 '23 UTA vs. SAC,20,1,21.4,2.70,6.00,1.33,3.50,0.58,0.73,1.15,4.63,0.80,0.70,0.75,0.68,1.93,7.30,hendrta01,80.3,213.6,84.5,107,9.25,10.3,33,36,11.27,NA,3,NA,105.30%,94.8,140,143
84,Terquavion Smith,Jan 19 '24 PHI @ ORL,21,1,5.3,1.13,2.88,0.81,2.19,0.19,0.31,0.00,0.25,0.75,0.50,0.00,0.44,0.50,3.25,smithte01,74.5,163.2,78.8,98,8.5,8,30,37,10.86,NA,3.21,NA,105.70%,68,128,135
12,Toumani Camara,Oct 25 '23 POR @ LAC,23,1,24.8,2.81,6.26,0.83,2.46,1.07,1.41,1.99,4.90,1.24,0.94,0.47,1.20,2.49,7.53,camarto01,79,220.4,84.5,107,9,10,29,33,11,3,3,NA,107.00%,90,136,140
45,Trayce Jackson-Davis,Oct 27 '23 GSW @ SAC,23,1,16.6,3.43,4.88,0.00,0.01,1.09,1.94,1.99,5.01,1.21,0.43,1.12,0.72,1.59,7.94,jackstr02,80.3,240.4,85,106,9.25,10.8,33,37,11.8,3,3,NA,105.90%,99.4,139,143
93,Tristan Vukcevic,Mar 23 '24 WAS vs. TOR,20,1,15.3,2.90,6.70,1.00,3.60,1.70,2.20,0.60,3.60,1.30,0.50,0.70,1.00,2.80,8.50,vukcetr01,83.3,223.4,86.5,111,9,10.3,26,30.5,11.71,3.16,3.43,NA,103.90%,92.3,137,141.5
79,Alondes Williams,Dec 10 '22 BRK @ IND,23,1,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,1.00,0.00,willial06,75.75,209,79,102,8.5,9.3,30,35.5,10.96,3.11,3.15,NA,104.30%,78.6,132,137.5
58,Andrew Nembhard,Oct 21 '22 IND vs. SAS,23,1,27.64,3.79,8.59,1.23,3.51,0.65,0.83,0.47,2.65,4.55,0.93,0.17,1.68,2.39,9.45,nembhan01,75,195.6,77.75,99,8,9.5,26.5,35,10.46,3.02,3.26,NA,103.70%,76,125.5,134
77,Blake Wesley,Oct 28 '22 SAS vs. CHI,19,1,18.08,1.86,5.81,0.54,1.41,0.70,1.19,0.32,2.19,2.65,0.68,0.14,1.76,1.81,4.97,weslebl01,75,187.2,81.25,103,8.25,9,30,36,11.55,3.25,3.21,NA,108.30%,74.3,133,139
51,Bryce McGowens,Oct 19 '22 CHO @ SAS,20,1,17.11,1.74,4.39,0.57,1.74,1.30,1.74,0.43,2.02,1.17,0.33,0.13,0.93,1.04,5.35,mcgowbr01,77.25,181.2,80.75,103.5,8.75,9.5,29.5,34,11.12,3.16,3.27,NA,104.50%,83.1,133,137.5
9,Christian Braun,Oct 19 '22 DEN @ UTA,21,1,15.54,1.88,3.80,0.45,1.26,0.53,0.84,0.63,2.38,0.78,0.54,0.22,0.46,1.33,4.74,braunch01,77.5,209.2,78.5,99.5,8,8.5,33.5,40,11,3.13,3.16,NA,101.30%,68,133,139.5
45,Christian Koloko,Oct 19 '22 TOR vs. CLE,22,1,13.83,1.24,2.59,0.02,0.21,0.64,1.02,1.45,2.95,0.53,0.36,0.98,0.34,2.21,3.14,kolokch01,82.75,221,89.25,113,9,10.8,28,33.5,11.3,3.19,3.27,NA,107.90%,96.8,141,146.5
64,David Roddy,Oct 19 '22 MEM vs. NYK,21,1,17.97,2.57,6.00,0.93,3.03,0.59,0.93,0.71,2.76,0.84,0.41,0.27,0.81,1.53,6.66,roddyda01,76.5,260.8,83.5,105,8.75,10,27,35.5,10.75,3.1,3.22,NA,109.20%,87.5,132,140.5
66,Dereon Seabron,Oct 28 '22 NOP @ PHO,22,1,2.40,0.40,1.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.20,0.80,seabrde01,76.75,182.4,80.75,103.5,8.5,9.5,30.5,38,11.03,3.04,3.12,NA,105.20%,80.8,134,141.5
4,Dominick Barlow,Nov 2 '22 SAS vs. TOR,19,1,14.57,1.64,3.07,0.00,0.14,0.64,0.89,1.64,3.64,0.86,0.36,0.68,0.54,2.00,3.93,barlodo01,80.75,221,87,108.5,9,10.5,28.5,34,11.29,3.19,3.33,NA,107.70%,94.5,137,142.5
18,Dyson Daniels,Oct 19 '22 NOP @ BRK,19,1,17.66,1.47,3.53,0.46,1.46,0.44,0.68,0.61,3.19,2.27,0.73,0.19,0.97,1.68,3.85,daniedy01,78,195.2,82.5,105,8.5,9.8,29,34,10.81,2.81,3.22,NA,105.80%,82.9,134,139
74,Jabari Walker,Oct 24 '22 POR vs. DEN,20,1,11.05,1.48,3.54,0.29,1.00,0.61,0.80,0.86,2.34,0.61,0.18,0.23,0.52,1.23,3.86,walkeja01,78.75,213.8,82.75,105,8.75,9.8,29.5,32.5,11.53,3.12,3.24,NA,105.10%,85.3,134.5,137.5
46,Jake LaRavia,Oct 19 '22 MEM vs. NYK,21,1,11.83,1.06,2.71,0.69,2.03,0.20,0.26,0.54,1.80,0.60,0.34,0.11,0.51,1.40,3.00,laravja01,78.75,227.2,81.5,104,8.5,10.3,27.5,34,10.58,2.89,3.37,NA,103.50%,87.1,131.5,138
81,Jalen Williams,Oct 19 '22 OKC @ MIN,21,1,30.35,5.52,10.59,0.97,2.73,2.07,2.55,1.12,4.49,3.31,1.37,0.47,1.64,2.55,14.08,willija06,76.5,209.2,86.25,105.5,8.5,9.5,33.5,39,11.13,3.17,3.11,NA,112.70%,80.8,139,144.5
82,Jaylin Williams,Oct 23 '22 OKC vs. MIN,20,1,18.65,2.08,4.78,0.94,2.31,0.78,1.10,0.90,4.92,1.55,0.57,0.24,0.76,2.27,5.88,willija07,80.75,236.6,85,108.5,8.5,10.5,24.5,30,11.64,3.1,3.5,NA,105.30%,89.3,133,138.5
20,JD Davison,Nov 11 '22 BOS vs. DEN,20,1,5.50,0.67,1.58,0.17,0.58,0.08,0.17,0.17,0.75,0.92,0.17,0.17,0.33,0.42,1.58,davisjd01,72.5,191.8,78.5,99.5,8.5,9.5,30,37,11.38,3.23,3.26,NA,108.30%,80.8,129.5,136.5
11,John Butler,Nov 5 '22 POR @ PHO,20,1,11.63,0.89,2.79,0.42,1.84,0.16,0.21,0.16,0.89,0.58,0.37,0.47,0.05,1.16,2.37,butlejo01,83.75,174.4,86.25,112,8.5,8.8,26.5,28.5,11.16,3.04,3.33,NA,103.00%,74.4,138.5,140.5
42,Johnny Juzang,Feb 28 '23 UTA vs. SAS,21,1,12.89,1.94,5.78,0.83,3.50,0.11,0.22,0.44,2.17,0.44,0.22,0.17,0.17,0.72,4.83,juzanjo01,77.25,208.6,83,102.5,8.5,9.5,27.5,32.5,11.03,3.17,3.29,NA,107.40%,80.8,130,135
13,Julian Champagnie,Nov 22 '22 PHI vs. BRK,21,1,18.82,3.47,7.65,1.94,4.82,0.82,1.00,0.59,3.53,0.59,0.35,0.29,0.65,1.53,9.71,champju02,78.25,212.4,82,107,8.75,9.3,28.5,34.5,11.39,3.04,3.14,NA,104.80%,80.9,135.5,141.5
10,Kendall Brown,Nov 23 '22 IND vs. MIN,19,1,6.67,0.67,1.17,0.00,0.17,0.17,0.33,0.33,1.00,0.50,0.67,0.00,0.33,1.50,1.50,brownke03,78.25,201.2,83,103,9,9,31.5,41,11.57,3.05,3.29,NA,106.10%,81,134.5,144
14,Kennedy Chandler,Oct 22 '22 MEM @ DAL,20,1,7.81,0.97,2.31,0.06,0.42,0.17,0.36,0.25,1.06,1.61,0.33,0.14,0.50,0.42,2.17,chandke01,71.5,172.2,77.25,97,8.5,9.5,31,41.5,10.73,2.89,NA,NA,108.00%,80.8,128,138.5
26,Keon Ellis,Nov 17 '22 SAC vs. SAS,23,1,4.44,0.44,1.00,0.38,0.75,0.25,0.44,0.25,0.50,0.38,0.31,0.06,0.06,0.63,1.50,elliske01,75.5,167.4,80.5,102,8,9.3,28,35.5,10.87,3.02,3.18,NA,106.60%,74,130,137.5
8,Malaki Branham,Oct 30 '22 SAS vs. MIN,19,1,23.48,4.08,9.26,1.17,3.86,0.88,1.06,0.42,2.74,1.92,0.50,0.11,1.15,1.74,10.20,branhma01,76,194.8,82,102.5,8.5,9.8,29,35,11.38,3.09,3.17,NA,107.90%,82.9,131.5,137.5
15,Max Christie,Oct 18 '22 LAL @ GSW,19,1,12.49,1.07,2.59,0.63,1.51,0.34,0.39,0.17,1.83,0.51,0.22,0.17,0.32,0.80,3.12,chrisma02,76.25,189.2,80.75,102.5,8,8.5,32,37.5,10.82,3.02,3.07,NA,105.90%,68,134.5,140
28,Michael Foster Jr.,Nov 22 '22 PHI vs. BRK,20,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,fostemi02,79.75,236.6,84.25,109.5,8.75,10,28,32.5,11.49,3.1,3.22,NA,105.60%,87.5,137.5,142
22,Moussa Diabaté,Oct 27 '22 LAC @ OKC,21,1,8.86,1.09,2.14,0.05,0.09,0.45,0.73,1.41,2.27,0.18,0.32,0.36,0.41,0.68,2.68,diabamo01,81.25,216.6,86.5,109.5,8.5,10.5,29,36.5,11.16,2.9,3.26,NA,106.50%,89.3,138.5,146
1,Ochai Agbaji,Oct 19 '22 UTA vs. DEN,22,1,20.49,2.80,6.54,1.37,3.86,0.95,1.17,0.73,2.05,1.14,0.27,0.25,0.69,1.68,7.92,agbajoc01,76.5,216.8,82.25,104,8.75,9.5,32,39,10.77,3.11,3.13,NA,107.50%,83.1,136,143
63,Orlando Robinson,Nov 18 '22 MIA @ WAS,22,1,13.71,1.52,2.87,0.00,0.19,0.71,1.00,1.55,4.06,0.81,0.39,0.39,0.52,1.71,3.74,robinor01,81.75,244.4,88,111,8.75,10,23,27.5,11.4,3.23,3.55,NA,107.60%,87.5,134,138.5
2,Patrick Baldwin Jr.,Oct 30 '22 GSW @ DET,20,1,7.29,1.39,3.52,1.03,2.71,0.13,0.19,0.03,1.29,0.35,0.19,0.13,0.35,0.45,3.94,baldwpa01,81.25,230.8,85.75,110.5,8.75,9.5,23.5,26.5,12.25,3.3,3.45,NA,105.50%,83.1,134,137
76,Peyton Watson,Oct 19 '22 DEN @ UTA,20,1,8.09,1.26,2.57,0.26,0.61,0.48,0.87,0.35,1.61,0.48,0.09,0.48,0.35,0.61,3.26,watsope01,78.75,203.4,84.5,107.5,8.5,9.5,28,33.5,11.03,3.24,3.28,NA,107.30%,80.8,135.5,141
35,Ron Harper Jr.,Oct 31 '22 TOR vs. ATL,22,1,5.33,0.89,1.78,0.33,1.00,0.11,0.11,0.33,0.78,0.44,0.00,0.11,0.00,0.33,2.22,harpero02,76,240.4,85.25,105.5,9.5,10,26,30.5,11.41,3.24,3.4,NA,112.20%,95,131.5,136
65,Ryan Rollins,Oct 18 '22 GSW vs. LAL,20,1,5.17,0.58,1.67,0.25,0.75,0.50,0.50,0.25,1.00,0.50,0.08,0.08,1.33,0.83,1.92,rolliry01,74,179.2,81.75,100.5,8,8.5,30.5,36.5,11.26,3.28,3.07,NA,110.50%,68,131,137
59,Scotty Pippen Jr.,Oct 18 '22 LAL @ GSW,22,1,5.33,0.67,2.00,0.17,0.50,0.83,1.50,0.33,0.67,0.33,0.33,0.17,0.33,0.50,2.33,pippesc02,72,180,77.75,95.5,7.75,9,30.5,37.5,11.07,3.1,3.21,NA,108.00%,69.8,126,133
43,Trevor Keels,Oct 21 '22 NYK vs. DET,19,1,2.67,0.33,1.33,0.33,1.33,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,keelstr01,75.25,223.8,79.25,101,8.25,9,24.5,31,11.33,3.32,3.27,NA,105.30%,74.3,125.5,132
56,Wendell Moore Jr.,Oct 23 '22 MIN @ OKC,21,1,5.28,0.62,1.48,0.07,0.59,0.14,0.17,0.14,0.62,0.62,0.28,0.17,0.28,0.45,1.45,moorewe01,76.25,217.2,84.5,101,8.75,10.3,32.5,38.5,10.94,3.21,3.3,NA,110.80%,89.7,133.5,139.5
30,Ashton Hagans,Jan 25 '21 MIN @ GSW,21,2,320,29,71,8,25,14,17,14,45,54,11,9,31,40,80,haganas01,73.5,193,80,99.5,9,9,29.5,36.5,10.82,2.5,3.13,NA,108.80%,81,129,136
79,Cassius Stanley,Dec 26 '20 IND @ CHI,21,2,248,32,89,7,30,17,19,13,39,5,6,4,7,31,88,stanlca01,77,201.6,79,99.5,8.25,9,34.5,44,11.4,2.43,3.09,NA,102.60%,74.3,134,143.5
92,Cassius Winston,Jan 11 '21 WAS vs. PHO,22,2,137,18,44,10,23,9,10,0,10,19,2,1,8,17,55,winstca01,72.5,196,78,97,8.75,8.3,24,28,11.15,2.74,3.61,NA,107.60%,72.2,121,125
22,CJ Elleby,Dec 23 '20 POR vs. UTA,20,2,1366,146,374,44,160,71,99,77,259,97,41,22,61,143,407,ellebcj01,77.5,198.6,79.25,100.5,8.75,10,30.5,36.5,11.25,2.63,3.25,NA,102.30%,87.5,131,137
20,Devon Dotson,Jan 1 '21 CHI @ MIL,21,3,188,23,54,4,20,5,9,9,24,30,10,0,8,23,55,dotsode01,72.5,185.2,75,95,8.25,10,31.5,40.5,10.44,2.22,3.02,NA,103.40%,82.5,126.5,135.5
75,Grant Riller,Apr 4 '21 CHO @ BOS,23,1,27,8,12,2,4,0,0,0,1,3,1,0,1,0,18,rillegr01,72.25,178.4,77.25,96.5,8,8.5,32.5,39.5,11.17,2.45,3.07,NA,106.90%,68,129,136
71,Immanuel Quickley,Dec 23 '20 NYK @ IND,21,6,9977,1813,4266,818,2177,983,1155,176,1324,1518,301,48,499,736,5427,quickim01,74,185.8,80.25,99,8,8.8,29.5,35.5,11.21,2.46,3.17,NA,108.40%,70,128.5,134.5
34,Jalen Harris,Jan 8 '21 TOR @ SAC,22,1,172,36,72,17,36,7,9,3,18,17,8,0,14,15,96,harrija01,74.75,193.4,79,97.5,8.25,9.5,37.5,42.5,10.59,2.49,3.11,NA,105.70%,78.4,135,140
61,Jordan Nwora,Dec 25 '20 MIL vs. GSW,22,4,3359,580,1341,237,631,167,207,125,659,216,91,51,200,222,1564,nworajo01,77.75,223,82.25,104,8.5,9.3,29,35,11.29,2.66,3.43,NA,105.80%,78.6,133,139
29,Josh Green,Dec 23 '20 DAL @ PHO,20,6,6915,784,1630,302,782,214,307,259,837,479,242,49,282,613,2084,greenjo02,76.5,214,81.75,101.5,8,8.8,30.5,39.5,10.64,2.28,3.12,NA,106.90%,70,132,141
32,Josh Hall,Dec 29 '20 OKC vs. ORL,20,1,336,30,99,4,37,22,44,6,59,28,4,1,25,37,86,halljo01,78,196.6,83,104.5,8.75,9.5,31.5,37.5,12.16,2.62,3.38,NA,106.40%,83.1,136,142
49,Karim Mané,Dec 31 '20 ORL vs. PHI,20,1,88,3,13,1,2,4,5,1,14,4,0,2,3,10,11,maneka01,77,196,83,102,8.5,9.8,31,36,11.52,2.64,3.04,NA,107.80%,82.9,133,138
85,Killian Tillie,Feb 28 '21 MEM @ HOU,22,2,643,62,184,37,119,14,19,27,84,30,28,23,15,78,175,tilliki02,80.75,221.6,80,106,8.25,9.3,27.5,32,11.6,2.62,3.4,NA,99.10%,76.3,133.5,138
80,Lamar Stevens,Dec 27 '20 CLE vs. PHI,23,5,3348,484,1046,74,258,180,248,159,632,138,103,75,125,298,1222,stevela01,77.75,228,81,101,8.5,9.8,35,41,10.35,2.54,3.2,NA,104.20%,82.9,136,142
19,Mamadi Diakite,Mar 11 '21 MIL vs. NYK,24,4,529,69,143,8,35,23,33,34,127,20,17,25,23,77,169,diakima01,80.5,222.1,87.75,107,9,10.3,28,37,11.95,2.71,3.16,NA,109.00%,92.3,135,144
37,Markus Howard,Dec 25 '20 DEN vs. LAC,21,2,381,79,207,46,135,27,32,3,33,25,13,1,25,40,231,howarma02,69.5,170.8,72.25,91.5,8.5,7.8,30.5,35.5,11.21,3.17,3.11,NA,104.00%,65.9,122,127
40,Mason Jones,Jan 8 '21 HOU vs. ORL,22,4,458,70,164,28,85,57,86,11,79,62,10,2,33,38,225,jonesma05,75.75,207.2,79,102.5,8.75,8.5,24,31,10.6,2.49,3.33,NA,104.30%,74.4,126.5,133.5
51,Naji Marshall,Jan 15 '21 NOP @ LAL,23,6,7971,1264,2680,282,930,625,798,277,1398,833,287,60,431,543,3435,marshna01,77.75,233.5,84.75,102.5,9.25,10.5,28.5,35,11.77,2.9,3.37,NA,109.00%,97.1,131,137.5
